Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
11:15:00,Wednesday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle
18:35:00,Saturday,31-50,Male,Above high school,Owner,1-2yr,Lorry (41?100Q),Governmental,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Driving carelessly
21:15:00,Thursday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
8:00:00,Wednesday,18-30,Male,Above high school,Employee,No Licence,Automobile,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Daylight,Normal,Collision with animals,3,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian
18:12:00,Tuesday,31-50,Male,Junior high school,Owner,Below 1yr,Lorry (41?100Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,2,Driver,Normal,Not a Pedestrian,Overtaking
9:10:00,Monday,Over 51,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing
18:25:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Unknown
17:43:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
4:00:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect,Office areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Passenger,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
8:20:00,Wednesday,31-50,Male,Elementary school,Owner,1-2yr,Automobile,Owner,No defect,Unknown,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
15:45:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle
12:48:00,Sunday,18-30,Male,Junior high school,Owner,1-2yr,Lorry (11?40Q),Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,4,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
11:50:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Governmental,No defect,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
12:48:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing
10:00:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,Lorry (41?100Q),Owner,No defect, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,na,na,na,na,Other,Normal,Not a Pedestrian,No priority to vehicle
15:40:00,Tuesday,Unknown,Male,Elementary school,Employee,5-10yr,Automobile,Owner,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
9:20:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,Pick up upto 10Q,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
15:56:00,Friday,18-30,Male,High school,Employee,Below 1yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
14:30:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Other,Governmental,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward
17:45:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Overspeed
8:15:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,No defect,  Recreational areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward
20:30:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Other,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle
9:05:00,Monday,Unknown,Female,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Moving Backward,Driver or rider,Female,Over 51,2,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs
9:47:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
19:55:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Turnover,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking
9:21:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
18:39:00,Wednesday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing
17:43:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Other,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Other,Pedestrian,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left
9:25:00,Tuesday,Unknown,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,No defect, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Overtaking,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other
9:25:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
19:50:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Getting off,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward
23:25:00,Wednesday,31-50,Male,Elementary school,Employee,Below 1yr,Public (13?45 seats),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,2,3,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle
18:12:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,"Walking along in carriageway, back to traffic",Overtaking
20:35:00,Monday,Unknown,Male,High school,Employee,1-2yr,Other,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,3,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
0:17:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,Driving carelessly
18:57:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,5,3,Driver,Normal,Not a Pedestrian,Moving Backward
9:30:00,Thursday,Unknown,Female,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,No defect,Other,Double carriageway (median),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other
16:40:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Other,Owner,No defect, Outside rural areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Rollover,1,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly
12:29:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,Driving at high speed
22:05:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking
11:40:00,Saturday,Over 51,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,2,Employee,Normal,Not a Pedestrian,Changing lane to the left
21:54:00,Thursday,31-50,Male,Elementary school,Employee,Above 10yr,Stationwagen,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward
8:20:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Governmental,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the right
7:58:00,Monday,18-30,Male,Junior high school,Owner,5-10yr,Public (13?45 seats),Governmental,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,Driving carelessly
13:34:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Passenger,Male,31-50,3,Employee,Normal,Not a Pedestrian,Changing lane to the left
18:50:00,Friday,18-30,Male,High school,Employee,2-5yr,Automobile,Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Unknown,Pedestrian,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right
13:36:00,Tuesday,Under 18,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,Other,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
5:57:00,Friday,31-50,Male,Elementary school,Employee,2-5yr,Taxi,Owner,No defect,Other,Double carriageway (median),Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,Other
11:54:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Under 18,3,Other,Normal,Not a Pedestrian,Overturning
14:15:00,Monday,Over 51,Male,Junior high school,Owner,5-10yr,Automobile,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Collision with roadside objects,2,3,Going straight,Passenger,Male,5,3,Driver,Normal,Not a Pedestrian,Moving Backward
16:55:00,Thursday,31-50,Male,Elementary school,Employee,1-2yr,Lorry (41?100Q),Owner,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian
